,text,major_orig_category,sum_orig,auto_orig,comp_orig,rel_orig,self_orig,phys_orig,pleas_orig,money_orig,sec_orig,esteem_orig,pop_orig
2161,mansions,money,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2162,manual,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,many followers,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2164,marathon,phys,20.0,0.0,0.25,0.0,0.05,0.6,0.05,0.0,0.0,0.05,0.0
2165,marathon runner,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2166,marathon running,phys,3.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
2167,marathon training,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2168,marathonrunning,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2169,marathons,phys,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2170,marc jacobs,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2171,margins,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2172,married,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2173,marrying,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2174,martial arts,sec,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
2175,martial arts class,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2176,mask,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2177,masking,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
2178,masochism,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2179,massage,pleas,103.0,0.00970873786407767,0.0,0.0,0.00970873786407767,0.01941747572815534,0.8446601941747574,0.07766990291262137,0.0,0.029126213592233014,0.00970873786407767
2180,massage chair,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2181,massage parlors,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2182,massage service,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2183,massage therapy,pleas,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2184,massager,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2185,massages,pleas,14.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.07142857142857142,0.0,0.0,0.07142857142857142
2186,master,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,master degree,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,master plumber,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,masterbation,pleas,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2190,mastering a trade,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,masters degree,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,masters degree in engineering,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,mastery,comp,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,mastubation,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2195,masturabte,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2196,masturbate,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2197,masturbating,pleas,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
2198,masturbation,pleas,32.0,0.0,0.03125,0.0,0.03125,0.0,0.9375,0.0,0.0,0.0,0.0
2199,match,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,materbation,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2201,material items,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2202,materialistic,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2203,math,comp,12.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,math equations,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,mathameticiaqn,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,mathematics,comp,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,maturbation,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2208,mature,self,7.0,0.0,0.14285714285714288,0.0,0.4285714285714286,0.0,0.14285714285714288,0.0,0.0,0.28571428571428575,0.0
2209,maturing,self,4.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0
2210,maze,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,mazlow,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,mcafee,sec,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2213,means,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2214,measuring tape,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,mechanic,comp,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,medals,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,medetation,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,mediation,self,4.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
2219,mediation in the mornings,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,medical insitutions,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2221,medication,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2222,medidation,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,meditaion,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2224,meditate,self,9.0,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0
2225,meditating,self,83.0,0.07228915662650602,0.0,0.0,0.7710843373493976,0.024096385542168676,0.03614457831325301,0.0,0.0,0.0963855421686747,0.0
2226,meditation,self,314.0,0.04140127388535032,0.003184713375796179,0.0,0.748407643312102,0.07324840764331211,0.012738853503184716,0.0,0.006369426751592358,0.11146496815286626,0.003184713375796179
2227,meditation on the cliff walk,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,meditator,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,meditiation,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,meet up,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,meet with cousins when they are in town,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,meeting,rel,11.0,0.09090909090909091,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182
2233,meeting for drinks,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2234,meeting friends coffee,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,meeting newlydiscovered relatives,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,meetings,comp,14.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.35714285714285715
2237,meetup,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,membership groups,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2239,memberships to popular magazines,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2240,menza member,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,mercedes,money,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2242,mercedes benz,money,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2243,merceds benz,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2244,message,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2245,message on social media with cousins,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,messages,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2247,messaging,rel,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,metal detector,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2249,metatation,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,microsoft,comp,8.0,0.125,0.625,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0
2251,microsoft excel,comp,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,microsoft office,comp,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,microsoft word,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,milf magazine,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2255,millionaire,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2256,mindblowing,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2257,mindfulness,self,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,mindfulness training,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,mindvalley,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,mirror,esteem,38.0,0.0,0.02631578947368421,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.8947368421052632,0.0
2261,mirrors,esteem,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0
2262,modelling,pop,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
2263,modern,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2264,mom,rel,9.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111
2265,mom groups,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,money,sec,198.0,0.13636363636363635,0.06565656565656566,0.015151515151515152,0.050505050505050504,0.045454545454545456,0.015151515151515152,0.07575757575757576,0.4090909090909091,0.08585858585858586,0.10101010101010101
2267,money for food,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2268,money management,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2269,money market account,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2270,money smart,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2271,money use any production,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2272,moneyluxury,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2273,monitoring,sec,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2274,monitoring cameras,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2275,monitoring survillance equipment,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2276,monks,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,morale,esteem,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2278,more friends,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2279,more luxury,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2280,morning routine,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2281,mother,rel,10.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.1,0.2
2282,motion detection camera,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2283,motion lights,sec,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2284,motivation,self,4.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0
2285,motivational speeches,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2286,motorcycles,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2287,motorsports,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2288,mountains,pleas,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2289,movie,pleas,14.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.0,0.21428571428571427
2290,movie collecting,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2291,movie theatre,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2292,movies,pleas,57.0,0.10526315789473684,0.0,0.19298245614035087,0.0,0.0,0.49122807017543857,0.0,0.0,0.0,0.21052631578947367
2293,moving furniture,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2294,moving out,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295,moving states,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,moving to your own city,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2297,mowing,phys,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2298,mowing the lawn,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2299,multiple cars,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2300,muscle,phys,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2301,muscle mass,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2302,muscle milk,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2303,muscles,phys,10.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.10000000000000002,0.0,0.0,0.20000000000000004,0.10000000000000002
2304,muscular,phys,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2305,museum,pleas,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2306,museums,comp,2.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2307,music,pleas,103.0,0.22330097087378642,0.10679611650485436,0.05825242718446602,0.0970873786407767,0.02912621359223301,0.2815533980582524,0.009708737864077669,0.0,0.07766990291262135,0.11650485436893204
2308,music making,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2309,musician must make music,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2310,mutual fund,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2311,mutual funds,money,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
2312,my car,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2313,my church friends,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,my home security system,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2315,my husband is home at night,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2316,my jeep,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2317,my kids,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2318,my motorcycle,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2319,my planning book,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,my race,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2321,my religion,self,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,my smoking friends,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,my wife,rel,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2324,myfitnesspal,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2325,nail,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2326,nails,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2327,name brand,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2328,name brands,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2329,namebrand luxury products,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2330,napping,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2331,natural makeup,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2332,naturalization ceremony,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2333,nature activities,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2334,nature valley,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2335,nature walk,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2336,nature walks,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2337,nba,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2338,nearness,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,necklace,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2340,neighborhood,rel,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
2341,neighborhood watch,sec,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2342,neighbors,rel,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,neighbour,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2344,neighbrhood patrols,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2345,nest,sec,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2346,nest camera,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2347,net,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2348,net worth,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2349,netflix,pleas,6.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0
2350,networking with colleagues,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2351,new book,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2352,new car,money,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2353,new clothes,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2354,new cuisine,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2355,new experience,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2356,new experiences,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2357,new films,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2358,new home,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2359,new house,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2360,new restaurants,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2361,new store,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2362,newest technology,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2363,news paper,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2364,nice car,money,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2365,nice cars,money,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2366,nice furniture,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2367,nice house,money,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2368,nice watch,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2369,nights out,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2370,nike training app,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2371,nintendo,pleas,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2372,no crime,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2373,no diabetes,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2374,no drug,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2375,no egoness,esteem,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2376,no gmo,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2377,no smoking,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2378,no social media,auto,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2379,no violence,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2380,non vegetables,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2381,nordictrack,phys,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2382,nordstrom,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2383,nostalgia,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,not being connected,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,not taking risks,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2386,not wasting money,money,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2387,notebook,comp,3.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
2388,notepad,comp,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2389,nourishing,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2390,nourishment,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2391,novel,pleas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2392,nra,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2393,numerous fans,pop,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2394,nun,self,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2395,nurse,rel,5.0,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2396,nurses,comp,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,nursing home,rel,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2398,nurturing,rel,6.0,0.16666666666666669,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669
2399,nutrients,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2400,nutrition,phys,22.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.045454545454545456,0.0
2401,nutritional books,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2402,nutritionist,phys,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2403,nypd,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2404,oc spray,sec,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
